순번,ID,제품군,세부 유형,브랜드,정확한 제품명,현재 판정,완제품 제조국,국내 판매 상태,대상 월령,월령 근거,KC 대상 여부,KC 인증번호,확인 플랫폼,확인일,판정·검증 사유,출처 URL,데이터 품질,누적 이력,대시보드 그룹,적용 안전제도,규제 기준 메모,사용자 판정명,재검증 상태,KC 인증상태,KC 인증일자,KC 인증변경일자,KC 인증변경사유,KC 인증구분,KC 인증기관,Safety Korea 상세 URL,KC 품목명,KC 모델명,KC 제조사,KC 수입업체,연관 인증번호,duplicateOf,canonicalProductId
231,MASTER-0035,위생·기저귀,물티슈,블랑슈,오리지널 소프트 유아물티슈,보류,대한민국 🇰🇷,현재 구매 불가,확인 중,과거 누적 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://geniealert.co.kr/goods/detail/7420648438?itemId=19248537252&vendorItemId=85201539788,"https://geniealert.co.kr/goods/detail/7420648438?itemId=19248537252&vendorItemId=85201539788
https://kimmari.com/%EB%B8%94%EB%9E%91%EC%8A%88-%EC%A0%80%EC%9E%90%EA%B7%B9-%EB%8C%80%EC%9A%A9%EB%9F%89-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EC%86%8C%ED%94%84%ED%8A%B8-%EC%9C%A0%EC%95%84%EB%AC%BC%ED%8B%B0%EC%8A%88-4/
https://kr.pinterest.com/pin/20230913-11490--727964727293852808/
https://buyaimall.com/%EB%B2%A0%EB%B2%A0%EC%88%B2-%ED%9C%B4%EB%8C%80%EC%9A%A9-%EC%B6%94%EC%B2%9C-%EB%B8%94%EB%9E%91%EC%8A%88-%EC%A0%80%EC%9E%90%EA%B7%B9-%EB%8C%80%EC%9A%A9%EB%9F%89-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90/
https://8949ok.kr/%EB%B8%94%EB%9E%91%EC%8A%88-%EC%A0%80%EC%9E%90%EA%B7%B9-%EB%8C%80%EC%9A%A9%EB%9F%89-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EC%86%8C%ED%94%84%ED%8A%B8-%EC%9C%A0%EC%95%84%EB%AC%BC%ED%8B%B0%EC%8A%88/
https://iris.mohany-creator.com/%EB%B8%94%EB%9E%91%EC%8A%88-%EC%A0%80%EC%9E%90%EA%B7%B9-%EB%8C%80%EC%9A%A9%EB%9F%89-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EC%86%8C%ED%94%84%ED%8A%B8-%EC%9C%A0%EC%95%84%EB%AC%BC%ED%8B%B0%EC%8A%88/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0035
232,MASTER-0036,위생·기저귀,물티슈,순둥이,프리미엄 엠보싱 아기물티슈,보류,미확인 ❓,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://mall.suomi.co.kr/goods/goods_main.php?sno=43,"https://mall.suomi.co.kr/goods/goods_main.php?sno=43
https://djehuty.net/962
https://mall.suomi.co.kr/
https://www.review101.kr/review/82cfb0aa-1634-4eb1-a9a2-2d585b527786
https://m.mall.suomi.co.kr/goods/goods_search.php?keyword=%EC%97%A0%EB%B3%B4%EC%8B%B1
https://bizmark.co.kr/household-goods/%EC%88%9C%EB%91%A5%EC%9D%B4-%EB%AC%BC%ED%8B%B0%EC%8A%88-%ED%8A%B9%EA%B0%80%EC%B6%94%EC%B2%9C/
https://pusandate.com/3160",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0036
233,MASTER-0037,위생·기저귀,물티슈,스마트에코,써밋 아기물티슈 퍼플,보류,대한민국,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://www.kurly.com/goods/1001725383,"https://www.kurly.com/goods/1001725383
https://www.elandmall.co.kr/i/item?itemNo=2507000309&lowerVendNo=LV23002868
https://www.review101.kr/review/d0ba834f-4d66-4d77-b9d1-9102d4fb6ade
https://toolsshop.co.kr/%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%97%90%EC%BD%94-%EC%8D%A8%EB%B0%8B-%ED%8D%BC%ED%94%8C-75g-%EC%97%A0%EB%B3%B4-77%EB%A7%A4-20%ED%8C%A9-%EC%BA%A1%ED%98%95-%EC%95%84%EA%B8%B0-%EB%AC%BC%ED%8B%B0%EC%8A%88
https://m.ppomppu.co.kr/new/bbs_view.php?id=ppomppu&no=694192",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0037
234,MASTER-0038,위생·기저귀,물티슈,아이러브베베,아이보리 캡형 72매,보류,대한민국 🇰🇷,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,어린이제품 KC 비대상 · 화장품,,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://www.houseprice.co.kr/goods/baby-water-wipes-ivory-72-count-20pack,"https://www.houseprice.co.kr/goods/baby-water-wipes-ivory-72-count-20pack
https://jirum-alarm.com/products/25151805
https://ilovebebe.co.kr/product/%EC%95%84%EC%9D%B4%EB%9F%AC%EB%B8%8C%EB%B2%A0%EB%B2%A0-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%95%84%EC%9D%B4%EB%B3%B4%EB%A6%AC-72%EB%A7%A4-20%ED%8C%A9-%EC%BA%A1%ED%98%95/58/
https://www.kurly.com/goods/1001507093
https://prod.danawa.com/info/?pcode=6456227
https://bbs.ruliweb.com/market/board/1020/read/103383
https://etoland.co.kr/b/hotdeal/view/%EC%95%84%EC%9D%B4%EB%9F%AC%EB%B8%8C%EB%B2%A0%EB%B2%A0-%EC%95%84%EC%9D%B4%EB%B3%B4%EB%A6%AC-%EC%BA%A1%ED%98%95-72%EB%A7%A4-20%EA%B0%9C-7407161
https://www.ilbe.com/view/11562610973
https://www.ppomppu.co.kr/zboard/view.php?id=ppomppu&no=591475
https://www.review101.kr/review/4dab43aa-f661-4cfb-b6f4-d9624d28ff83
https://conyhub.kr/products/61581/
https://dudeoji.com/products/p1qeb4n5
https://newsmeta.kr/10774/
https://chengsprint.mycafe24.com/%EC%95%84%EC%9D%B4%EB%9F%AC%EB%B8%8C%EB%B2%A0%EB%B2%A0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EB%B3%B4%EC%86%9C%EC%9D%B4-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%95%84%EC%9D%B4%EB%9F%AC%EB%B8%8C%EB%B2%A0%EB%B2%A0/",공식 동일 제품·제조사·제조국·현재 판매 확인 · 숫자 월령 미확인,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-15 Codex ING 우선 재검증 · 화장품법·국내 제조·현재 판매 정정 · 숫자 월령 부족,물티슈,화장품법 · 인체세정용 물휴지,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0038
235,MASTER-0039,위생·기저귀,물티슈,아이러브베베,플러스 옐로우 캡형,보류,미확인 ❓,이전 조사 기준 · 현재 판매 재검증 필요,확인 중,과거 누적 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-08-04,상위권·ING 엄격 재검증을 완료했으나 확정 판정에 필요한 동일 제품 직접 근거가 부족해 보류를 유지함.,,추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,엄격 근거 부족 · 추가 확인 중,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0039
236,MASTER-0040,위생·기저귀,물티슈,코멧,시그니처 아기물티슈 엠보싱 캡형,보류,대한민국 🇰🇷,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://timing.im/product/XbnVn-eIiUJ7GEn31BSR6Q6VzJexRly6rZFh4domoy8,"https://timing.im/product/XbnVn-eIiUJ7GEn31BSR6Q6VzJexRly6rZFh4domoy8
https://cashflowa.mycafe24.com/%EC%BD%94%EB%A9%A7-%EC%A0%80%EC%9E%90%EA%B7%B9-%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%97%A0%EB%B3%B4%EC%8B%B1-%EC%BA%A1%ED%98%95-%EB%8D%94%EB%A7%88/
https://lifepulse.co.kr/%EC%BD%94%EB%A9%A7-%EC%A0%80%EC%9E%90%EA%B7%B9-%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%97%A0%EB%B3%B4%EC%8B%B1-%EC%BA%A1%ED%98%95-%ED%9B%84%EA%B8%B0/
https://daligi.co.kr/25022/
https://ourhertz.tistory.com/1691
https://es.pinterest.com/pin/784400460093314099/
https://piltamfullbro.com/%EC%BD%94%EB%A9%A7-%EC%A0%80%EC%9E%90%EA%B7%B9-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EB%8D%94%EB%A7%88%ED%85%8C%EC%8A%A4%ED%8A%B8-%EC%9D%B8%EC%A6%9D/
https://cafe.dkevent.kr/%EC%BD%94%EB%A9%A7%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%9D%B8%EA%B8%B0-%EC%B6%94%EC%B2%9C-%EB%B8%8C%EB%9E%9C%EB%93%9C-%EC%88%9C%EC%9C%84-%EA%B0%80%EA%B2%A9-%EB%B9%84%EA%B5%90/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0040
237,MASTER-0041,위생·기저귀,물티슈,코멧,오리지널 아기물티슈 캡형,보류,미확인 ❓,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://make-issue.com/detail/1278,"https://make-issue.com/detail/1278
https://party.inven.co.kr/hotdeal/view/7703?pg=23
https://www.wbreport.com/%EC%BD%94%EB%A9%A7-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88/
https://einharte.com/%EC%BD%94%EB%A9%A7-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%BA%A1%ED%98%95/
https://einharte.com/%EC%BD%94%EB%A9%A7-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%BA%A1%ED%98%95-2/
https://www.youthassembly.kr/news/840664
https://www.lowchart.com/188227098-19013181980
https://kopkod.com/35031/",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,미확인,,,,MASTER-0041
238,MASTER-0042,위생·기저귀,물티슈,페넬로페,기프트 컬렉션 프리미엄 아기물티슈,보류,미확인 ❓,구매 기능 확인 불가,확인 중,과거 누적 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 구매 기능 확인 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://www.hansbiz.co.kr/news/articleView.html?idxno=20492,"https://www.hansbiz.co.kr/news/articleView.html?idxno=20492
https://asda.co.kr/19273
https://hongshinpark.me/5768",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,구매 기능 확인 불가 · 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,더퍼스트터치,,,,MASTER-0042
239,MASTER-0043,위생·기저귀,물티슈,페넬로페,본보야지 퐁피두 캡형,보류,미확인 ❓,현재 구매 가능,확인 중,0~35개월 공식 연령 근거 없음,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 판매 페이지의 구매 가능 상태는 확인했으나 0~35개월 사용 근거를 확보하지 못해 보류한다. https://prod.danawa.com/info/?pcode=12880592,"https://prod.danawa.com/info/?pcode=12880592
https://kidikidi.elandmall.co.kr/i/item?itemNo=2309592948
https://asda.co.kr/6800
https://itembook.co.kr/%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%B6%94%EC%B2%9C-%EC%9D%B4%EB%B2%88-%ED%80%84%EC%A2%8B%EC%9D%80-%EC%83%81%ED%92%88-%EB%B2%A0%EC%8A%A4%ED%8A%B8/
http://www.dealbada.com/bbs/board.php?bo_table=deal_domestic&wr_id=555051&page=1
https://24hz.kr/board/bbs/board.php?bo_table=fmkorea&wr_id=97071
https://pusandate.com/2133
https://newsmeta.kr/11504/
https://hongshinpark.me/5768
https://a.artechnic.co.kr/7540
https://www.review101.kr/review/9b7ee9e5-3882-4898-b159-0c6acb7af7e6
https://www.enuri.com/detail.jsp?modelno=57436043
https://asda.co.kr/19273
https://prod.danawa.com/info/?pcode=104056802",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,0~35개월 공식 연령 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,"은 페넬로페 아기물티슈 본보야지 퐁피두 캡형, 10팩, 70매 이며 이 퀄 좋은 제품(6135464588)은 이번만 특별한 가격으로 23,900원에 판매되고 있고",미확인,,,,MASTER-0043
240,MASTER-0044,위생·기저귀,물티슈,페넬로페,프르미에 포레 리필형,보류,미확인 ❓,현재 구매 불가,확인 중,과거 누적 공식 월령 재검증 필요,위생용품관리법 관리 대상,KC 번호 대신 위생용품 법정관리 정보 확인,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://fallcent.com/product/Lcc9JO0JlEZ2yRkO9xowKg57CGI8YsNu/,"https://fallcent.com/product/Lcc9JO0JlEZ2yRkO9xowKg57CGI8YsNu/
https://pusandate.com/2133
https://dinosion.co.kr/%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%B0%94%EC%9D%B4%ED%83%88-%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%A3%A8%EC%9D%B4%EC%82%AC-%EC%BA%90%EB%A6%AC%ED%8C%A9-%EC%95%84%EA%B8%B0%EB%AC%BC%ED%8B%B0%EC%8A%88/
https://www.firsttouch.co.kr/category/%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%AC%BC%ED%8B%B0%EC%8A%88/216/
https://asda.co.kr/6800
https://aoaiyo.com/top-10-%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%B6%94%EC%B2%9C-%EA%B0%80%EC%84%B1%EB%B9%84-%EC%A2%85%EB%A5%98-%EC%88%9C%EC%9C%84-best-2022/
https://www.gomgage.com/%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%9D%B8%EA%B8%B0-%EC%88%9C%EC%9C%84-top-20/
https://yogiboyo.com/top-10-%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%B6%94%EC%B2%9C-%EA%B0%80%EC%84%B1%EB%B9%84-%EC%A2%85%EB%A5%98-2022-%EC%88%9C%EC%9C%84/
https://itembook.co.kr/%ED%8E%98%EB%84%AC%EB%A1%9C%ED%8E%98-%EB%AC%BC%ED%8B%B0%EC%8A%88-%EC%A0%9C%ED%92%88-%EA%B0%80%EA%B2%A9%EB%B9%84%EA%B5%90-%EC%B6%94%EC%B2%9C%ED%9B%84%EA%B8%B0-%EC%A0%95%EB%A6%AC/
https://hongshinpark.me/5768",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,물티슈,위생용품관리법 · 일회용 기저귀 기준·규격 및 품목제조보고 확인,2018년 4월 19일부터 어린이제품 KC 대상에서 삭제되어 위생용품 기준·규격과 품목제조보고로 관리,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,인증번호 확인 중,,,,,,https://www.safetykorea.kr/release/certificationsearch,,미확인,더퍼스트터치,,,,MASTER-0044
241,MASTER-0045,수유용품,분유 스푼,리틀그립,국산 다용도 아기 분유 스푼 20ml,보류,미확인 ❓,현재 구매 불가,확인 중,과거 누적 공식 월령 재검증 필요,KC 비대상,,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 현재 구매 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://fallcent.com/product/1Xy1eaoFRpyuJV9bm2fDaCiKzLYdGB8s/,https://fallcent.com/product/1Xy1eaoFRpyuJV9bm2fDaCiKzLYdGB8s/,추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,분유 스푼,식품위생법상 기구·용기·포장 기준 우선 확인,식품과 직접 접촉하는 제품은 식품용 기구·용기·포장 기준을 우선 확인하고 완구 기능 등 별도 어린이제품 요건은 제품별 병행 확인,추가 확인 중,현재 구매 불가 · 공식 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0045
242,MASTER-0046,수유용품,빨대컵,그로미미,PPSU 다크시리즈 빨대컵 200ml + 스트랩,보류,미확인 ❓,현재 구매 가능,0개월 이상,공식 판매 페이지: 신생아,KC 비대상,,과거 누적 Master DB,2026-09-02,"2026-09-02 구매 가능한 개별 판매 페이지와 연령 근거는 확인했다. 이 제품군에는 어린이제품 KC 번호를 일괄 적용하지 않고, 해당 법령의 제조국·제조사/수입사·안전제도 공식 근거를 추가 확인할 때까지 보류한다. https://prod.danawa.com/info/?pcode=20848904","https://prod.danawa.com/info/?pcode=20848904
https://www.elandmall.co.kr/i/item?itemNo=2303024498&lowerVendNo=LV23037037
https://buyaimall.com/%EA%B7%B8%EB%A1%9C%EB%AF%B8%EB%AF%B8-%EC%B6%94%EB%B9%A8%EB%8C%80-%EC%B6%94%EC%B2%9C-%EA%B7%B8%EB%A1%9C%EB%AF%B8%EB%AF%B8-ppsu-%EB%B9%A8%EB%8C%80%EC%BB%B5%EC%B6%94%EB%8C%80%EB%A1%B1-%ED%8F%AC%ED%95%A8/",추가 확인 필요,2026-08-04 원본 압축 DB 복원 · 포함 판정 유지 | 2026-08-04 상위권·ING 엄격 재검증 · 포함 → 포함 · 오염 또는 동일 제품 직접 근거 부족으로 자동 상태 전환 차단 | 2026-08-04 상위권·ING 엄격 재검증 · 포함 → 포함 · 오염 또는 동일 제품 직접 근거 부족으로 자동 상태 전환 차단 | 2026-08-04 전 제품 KC 근거 정책 적용 · 포함 → 보류 · Safety Korea 동일 모델 재검증 시작,빨대컵,식품위생법상 기구·용기·포장 기준 우선 확인,식품과 직접 접촉하는 제품은 식품용 기구·용기·포장 기준을 우선 확인하고 완구 기능 등 별도 어린이제품 요건은 제품별 병행 확인,추가 확인 중,법령별 비KC 공식 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0046
243,MASTER-0047,수유용품,빨대컵,그로미미,PPSU 도우퍼피 스틸프리 빨대컵 1단계,보류,미확인 ❓,구매 기능 확인 불가,확인 중,과거 누적 공식 월령 재검증 필요,KC 비대상,,과거 누적 Master DB,2026-09-02,2026-09-02 개별 판매 페이지에서 구매 기능 확인 불가 표식을 확인했으나 공식 판매 종료·단종 근거를 추가 검증할 때까지 보류한다. https://nid.naver.com/nidlogin.login?url=https%3A%2F%2Fsearch.shopping.naver.com%2Fcatalog%2F59702388500,"https://nid.naver.com/nidlogin.login?url=https%3A%2F%2Fsearch.shopping.naver.com%2Fcatalog%2F59702388500
https://search.shopping.naver.com/catalog/59702388500",추가 확인 필요,2026-08-03 엄격 2차 전수검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류 | 2026-08-04 상위권·ING 엄격 재검증 · 보류 → 보류,빨대컵,식품위생법상 기구·용기·포장 기준 우선 확인,식품과 직접 접촉하는 제품은 식품용 기구·용기·포장 기준을 우선 확인하고 완구 기능 등 별도 어린이제품 요건은 제품별 병행 확인,추가 확인 중,구매 기능 확인 불가 · 공식 근거 추가 확인 필요,KC 비대상,,,,,,,,,,,,,MASTER-0047
